  Feature 1    Feature 2     label
  0.65909021   0.89611972   1.00000000
  0.66309184   0.99033438   1.00000000
  0.52539348   0.94002701   1.00000000
  0.62821891   1.17757256   1.00000000
  0.61316899   0.96406949   1.00000000
  0.54784062   1.01691616   1.00000000
  0.62961224   0.90070837   1.00000000
  0.59896230   1.08804512   1.00000000
  0.69668446   1.07957228   1.00000000
  0.60384475   1.02514207   1.00000000
  0.58657184   0.86914033   1.00000000
  0.52852841   0.88881280   1.00000000
  0.60049934   1.07367932   1.00000000
  0.51242058   0.89554770   1.00000000
  0.53591336   0.92264200   1.00000000
  0.66798277   1.14924593   1.00000000
  0.53302950   0.99810782   1.00000000
  0.55319705   1.02584109   1.00000000
  0.65194030   0.95478598   1.00000000
  0.62751825   1.09892897   1.00000000
  0.61159980   1.00307770   1.00000000
  0.61591305   1.02235095   1.00000000
  0.70203363   1.11277239   1.00000000
  0.69955566   0.98567498   1.00000000
  0.58719345   0.95548495   1.00000000
  0.67166186   0.97224900   1.00000000
  0.63802633   1.07357433   1.00000000
  0.58914602   1.05426731   1.00000000
  0.65768606   0.97055130   1.00000000
  0.51866849   1.03570657   1.00000000
  0.52247379   1.10822912   1.00000000
  0.70761735   1.14904998   1.00000000
  0.60350402   1.09659958   1.00000000
  0.60637612   1.13334658   1.00000000
  0.60967589   1.12058640   1.00000000
  0.62470979   1.07896243   1.00000000
  0.74431264   1.21630697   1.00000000
  0.62709817   1.01334524   1.00000000
  0.52248922   0.93780785   1.00000000
  0.52042493   1.13066457   1.00000000
  0.64456070   0.87554734   1.00000000
  0.51463594   0.89727508   1.00000000
  0.53534643   0.89454410   1.00000000
  0.64356483   1.04116773   1.00000000
  0.62975367   1.15771876   1.00000000
  0.60538949   1.01255988   1.00000000
  0.69447051   0.95122780   1.00000000
  0.63394835   1.00600955   1.00000000
  0.67503869   1.25215941   1.00000000
  0.48467883   1.16854996   1.00000000
  0.64187221   0.94514973   1.00000000
  0.63774410   0.94638772   1.00000000
  0.55345741   1.05888734   1.00000000
  0.70111231   0.91813529   1.00000000
  0.66022562   0.94676513   1.00000000
  0.74878503   1.04976731   1.00000000
  0.51624794   1.20181969   1.00000000
  0.57108831   1.07410168   1.00000000
  0.65736659   0.98028858   1.00000000
  0.64841947   1.01968854   1.00000000
  0.64233696   1.17354983   1.00000000
  0.66214477   0.92963033   1.00000000
  0.56396630   0.95200496   1.00000000
  0.54782976   1.06466575   1.00000000
  0.70503939   0.92642617   1.00000000
  0.63978263   1.06881799   1.00000000
  0.50931825   1.12399575   1.00000000
  0.53226552   1.04852813   1.00000000
  0.57236729   0.88820561   1.00000000
  0.70884787   1.00003291   1.00000000
  0.63448907   0.93876398   1.00000000
  0.56040850   1.04657702   1.00000000
  0.53371593   0.93410999   1.00000000
  0.53235251   0.93125773   1.00000000
  0.51904435   1.03310516   1.00000000
  0.57358412   0.83039442   1.00000000
  0.49715396   1.02051882   1.00000000
  0.54787348   0.90759931   1.00000000
  0.63629400   0.91063184   1.00000000
  0.51822780   0.95501802   1.00000000
  0.54855138   1.03037318   1.00000000
  0.64383755   0.92249594   1.00000000
  0.53436666   0.91863862   1.00000000
  0.62868022   0.92579872   1.00000000
  0.67343374   1.03501218   1.00000000
  0.58273948   1.07486518   1.00000000
  0.59178226   1.01071429   1.00000000
  0.58172933   1.18904125   1.00000000
  0.63488505   0.95915642   1.00000000
  0.59866736   1.06037653   1.00000000
  0.67969412   1.05401393   1.00000000
  0.58677297   0.96118688   1.00000000
  0.57966189   1.13306032   1.00000000
  0.68706539   0.91854306   1.00000000
  0.61359432   1.05826493   1.00000000
  0.67182882   0.98260585   1.00000000
  0.60092004   0.94263606   1.00000000
  0.80932880   1.04530766   1.00000000
  0.66716980   1.05727233   1.00000000
  0.60688738   0.99898154   1.00000000
  0.64781223   1.01486638   1.00000000
  0.65086043   1.01312316   1.00000000
  0.75021531   1.12888422   1.00000000
  0.56652711   0.99826788   1.00000000
  0.56708823   1.12438610   1.00000000
  0.64526622   0.98765355   1.00000000
  0.65762539   0.97250860   1.00000000
  0.52396331   0.97858370   1.00000000
  0.64056198   0.94096489   1.00000000
  0.68879765   0.92775680   1.00000000
  0.57294587   0.99216581   1.00000000
  0.66773977   1.06141131   1.00000000
  0.50044724   0.85970608   1.00000000
  0.59168113   1.00411184   1.00000000
  0.65805209   0.90449846   1.00000000
  0.55061786   0.94843160   1.00000000
  0.68448429   0.83584630   1.00000000
  0.64466919   1.05698599   1.00000000
  0.66725637   0.90028795   1.00000000
  0.50555406   1.02690313   1.00000000
  0.70330588   0.95352421   1.00000000
  0.58870401   1.08393121   1.00000000
  0.61681605   0.95801026   1.00000000
  0.61923832   0.99830377   1.00000000
  0.58183734   1.07394843   1.00000000
  0.61709600   1.16983362   1.00000000
  0.63133172   1.22339391   1.00000000
  0.61195271   1.00120190   1.00000000
  0.52089571   1.02374071   1.00000000
  0.61167920   1.09556481   1.00000000
  0.60283026   0.80673296   1.00000000
  0.62339750   1.11355731   1.00000000
  0.60667780   1.05190148   1.00000000
  0.55744210   1.02788321   1.00000000
  0.66685343   1.00779892   1.00000000
  0.64187766   1.14664222   1.00000000
  0.53629684   1.07702271   1.00000000
  0.63655745   0.82408635   1.00000000
  0.59912143   0.94024352   1.00000000
  0.54910561   1.03996949   1.00000000
  0.53769422   0.92737349   1.00000000
  0.65577463   0.80363365   1.00000000
  0.52764424   0.73968332   1.00000000
  0.70701503   0.86173889   1.00000000
  0.65429357   1.05868809   1.00000000
  0.58323074   0.94241768   1.00000000
  0.55564276   1.08222815   1.00000000
  0.59803314   1.14364721   1.00000000
  0.47233213   0.95585625   1.00000000
  0.56980812   0.88391653   1.00000000
  0.60782714   0.85555754   1.00000000
  0.60658845   1.05119083   1.00000000
  0.64920552   1.10009681   1.00000000
  0.62921678   0.94794402   1.00000000
  0.62272620   1.18755466   1.00000000
  0.58428758   1.09616653   1.00000000
  0.63863341   0.99920190   1.00000000
  0.63727691   0.88990576   1.00000000
  0.78828720   1.08336139   1.00000000
  0.62412229   0.95136012   1.00000000
  0.52433258   1.05803429   1.00000000
  0.59704215   0.81461766   1.00000000
  0.59122255   1.02437385   1.00000000
  0.56469633   0.90470331   1.00000000
  0.68103438   1.08455516   1.00000000
  0.48958404   1.04280084   1.00000000
  0.49583415   0.98869077   1.00000000
  0.59131648   0.75793043   1.00000000
  0.67074867   0.92716848   1.00000000
  0.63801721   0.99800627   1.00000000
  0.66090705   0.91818615   1.00000000
  0.54983778   1.04979261   1.00000000
  0.57751661   0.97367186   1.00000000
  0.56979542   0.88978155   1.00000000
  0.63317589   0.85639466   1.00000000
  0.69656496   1.04463549   1.00000000
  0.53836506   1.04019689   1.00000000
  0.76556135   0.89087786   1.00000000
  0.49079518   0.94476067   1.00000000
  0.60622266   1.13252722   1.00000000
  0.56071129   1.01005985   1.00000000
  0.60745114   1.15602912   1.00000000
  0.65559832   0.87225285   1.00000000
  0.54133929   0.93257017   1.00000000
  0.70969948   1.15823169   1.00000000
  0.63637076   1.04832098   1.00000000
  0.59334281   0.98320018   1.00000000
  0.60227817   1.00077181   1.00000000
  0.72325086   1.14287760   1.00000000
  0.44026097   1.11620817   1.00000000
  0.67809855   0.95765379   1.00000000
  0.60851028   0.85772671   1.00000000
  0.50857482   0.84670354   1.00000000
  0.68966788   0.76725509   1.00000000
  0.62925443   0.98448808   1.00000000
  0.66555321   0.98043023   1.00000000
  0.64278614   1.05131041   1.00000000
  0.59171748   1.13245094   1.00000000
  0.61393129   1.03901303   1.00000000
  0.58376553   0.99083216   1.00000000
  0.60036075   1.09467228   1.00000000
  0.57431553   0.79899276   1.00000000
  0.64871037   1.06166812   1.00000000
  0.71568678   0.96333054   1.00000000
  0.55226142   0.90510443   1.00000000
  0.54076551   0.92792289   1.00000000
  0.50310873   1.13064693   1.00000000
  0.69540442   1.08617315   1.00000000
  0.52176669   1.14728072   1.00000000
  0.64011620   1.20824653   1.00000000
  0.58751945   0.90022789   1.00000000
  0.70236443   1.17372692   1.00000000
  0.61101884   1.00557903   1.00000000
  0.60842919   1.18622217   1.00000000
  0.63080599   1.00411760   1.00000000
  0.43652927   1.04937600   1.00000000
  0.55379057   1.09135350   1.00000000
  0.63293241   0.84254083   1.00000000
  0.65662908   1.08384372   1.00000000
  0.68450956   1.04146155   1.00000000
  0.63449507   1.00406459   1.00000000
  0.59104768   0.90526541   1.00000000
  0.59369414   0.79002041   1.00000000
  0.59697486   0.80203009   1.00000000
  0.68985098   0.95650106   1.00000000
  0.62159561   1.04558916   1.00000000
  0.55974738   0.97241608   1.00000000
  0.58912705   1.07827198   1.00000000
  0.64398126   0.79229302   1.00000000
  0.64816027   1.01236787   1.00000000
  0.61821926   0.99059923   1.00000000
  0.74784754   0.95800890   1.00000000
  0.57559563   1.07792741   1.00000000
  0.55607745   0.98708506   1.00000000
  0.71259609   1.18174777   1.00000000
  0.59976460   1.01167598   1.00000000
  0.53674555   0.90279879   1.00000000
  0.53642081   1.01318532   1.00000000
  0.68642097   0.99227617   1.00000000
  0.50295938   1.04167450   1.00000000
  0.59668424   0.93683349   1.00000000
  0.64066398   0.89092072   1.00000000
  0.53731203   1.19648937   1.00000000
  0.63848039   1.13322551   1.00000000
  0.63865282   0.95756126   1.00000000
  0.55306340   0.89171839   1.00000000
  0.71606387   0.92553389   1.00000000
  0.60753791   0.91527240   1.00000000
  0.55835489   0.97821941   1.00000000
  0.49062835   1.01301107   1.00000000
  0.55715589   0.89257814   1.00000000
  0.61922160   1.03858749   1.00000000
  0.55785450   1.01587770   1.00000000
  0.58850419   1.06775905   1.00000000
  0.50622225   1.12803978   1.00000000
  0.54405697   0.89604665   1.00000000
  0.59862231   1.14972287   1.00000000
  0.67851091   1.01724553   1.00000000
  0.58842768   0.92242405   1.00000000
  0.58888268   0.93490252   1.00000000
  0.64841214   1.08073165   1.00000000
  0.58556905   0.83605145   1.00000000
  0.53328190   1.01016997   1.00000000
  0.55207867   0.95589443   1.00000000
  0.56932218   0.96809432   1.00000000
  0.67968745   0.97389744   1.00000000
  0.61307278   0.94073419   1.00000000
  0.65641338   1.01799549   1.00000000
  0.60919891   0.96964856   1.00000000
  0.54057556   1.00375918   1.00000000
  0.57936642   0.89369458   1.00000000
  0.56931303   1.07116223   1.00000000
  0.55959955   0.76662899   1.00000000
  0.67650720   0.87338676   1.00000000
  0.64420917   1.00105092   1.00000000
  0.61602627   1.06460287   1.00000000
  0.62772650   0.97063246   1.00000000
  0.52844661   1.01683981   1.00000000
  0.62280023   1.09403974   1.00000000
  0.53260345   1.00375351   1.00000000
  0.66056252   0.94074675   1.00000000
  0.62982468   1.05756455   1.00000000
  0.58119485   1.00897812   1.00000000
  0.51876488   1.11617838   1.00000000
  0.57620142   1.06232128   1.00000000
  0.46090999   1.01238818   1.00000000
  0.51226929   1.00598665   1.00000000
  0.54233430   1.12963916   1.00000000
  0.64489824   0.96598422   1.00000000
  0.60842348   1.03073962   1.00000000
  0.60953784   1.13983051   1.00000000
  0.67180400   0.87432239   1.00000000
  0.62393253   0.99990716   1.00000000
  0.56580971   0.89190510   1.00000000
  0.50514780   1.05623477   1.00000000
  0.53102993   0.82610807   1.00000000
  0.58184351   0.85346090   1.00000000
  0.66659830   0.89232578   1.00000000
  0.60903948   0.98940856   1.00000000
  0.60689852   1.04381787   1.00000000
  0.56204420   0.92848785   1.00000000
  0.56665383   0.99984801   1.00000000
  0.72333778   0.96508630   1.00000000
  0.70176051   0.87669889   1.00000000
  0.66893924   0.94457668   1.00000000
  0.58739401   0.92077899   1.00000000
  0.55868759   0.96037858   1.00000000
  0.52720592   1.07286678   1.00000000
  0.63796880   0.92452719   1.00000000
  0.57637239   1.04427463   1.00000000
  0.64103133   1.09672497   1.00000000
  0.59449163   0.96871684   1.00000000
  0.46463943   1.03085819   1.00000000
  0.62227974   0.85639814   1.00000000
  0.48471060   0.96358561   1.00000000
  0.60590514   0.97690415   1.00000000
  0.58176856   0.97619174   1.00000000
  0.62749532   1.04151762   1.00000000
  0.62785710   0.85956090   1.00000000
  0.54220476   1.06630352   1.00000000
  0.71132305   1.05372259   1.00000000
  0.72331970   1.03416869   1.00000000
  0.71674264   1.02083857   1.00000000
  0.56712485   1.02025685   1.00000000
  0.57316839   0.97425443   1.00000000
  0.73013044   0.90713393   1.00000000
  0.71333672   0.90303615   1.00000000
  0.64999786   1.06235223   1.00000000
  0.60622938   0.78959099   1.00000000
  0.59121754   1.18542546   1.00000000
  0.52958614   0.99913155   1.00000000
  0.57233703   0.94382706   1.00000000
  0.51791865   1.00808926   1.00000000
  0.50929213   0.92775324   1.00000000
  0.65870431   0.94977440   1.00000000
  0.70004742   1.00741000   1.00000000
  0.58793555   0.86057017   1.00000000
  0.60306165   0.96165167   1.00000000
  0.61491622   1.14643015   1.00000000
  0.57426240   1.05819982   1.00000000
  0.60253773   0.86283663   1.00000000
  0.61647425   1.03364398   1.00000000
  0.61812768   0.92198223   1.00000000
  0.55010614   1.02529772   1.00000000
  0.58773854   1.06201769   1.00000000
  0.59375031   1.01201994   1.00000000
  0.55588664   1.08738936   1.00000000
  0.66430509   1.00787203   1.00000000
  0.65841582   1.07881087   1.00000000
  0.70076239   1.01207687   1.00000000
  0.67419882   0.94573355   1.00000000
  0.73627244   1.20511690   1.00000000
  0.58327217   1.04544958   1.00000000
  0.66448780   1.02215453   1.00000000
  0.65574494   1.16063325   1.00000000
  0.55054917   1.05187980   1.00000000
  0.65856010   0.88881158   1.00000000
  0.49707208   1.10460617   1.00000000
  0.54791872   0.99192683   1.00000000
  0.51167782   1.07872989   1.00000000
  0.63332991   0.89062727   1.00000000
  0.48986346   1.05849226   1.00000000
  0.54455109   0.89668568   1.00000000
  0.71140345   0.91034052   1.00000000
  0.60252789   1.01143466   1.00000000
  0.48542599   0.92111588   1.00000000
  0.58308292   1.02700535   1.00000000
  0.61574024   1.14221822   1.00000000
  0.58476555   0.92155541   1.00000000
  0.65573788   0.79224837   1.00000000
  0.59211749   0.81613215   1.00000000
  0.57147222   0.95548126   1.00000000
  0.75768362   0.96992800   1.00000000
  0.59643858   1.05211127   1.00000000
  0.63867101   1.01124673   1.00000000
  0.57295154   0.93047422   1.00000000
  0.58265876   0.97372302   1.00000000
  0.60851207   0.97124297   1.00000000
  0.50618545   1.07097700   1.00000000
  0.59310229   1.00129231   1.00000000
  0.64435214   1.03513688   1.00000000
  0.51496676   0.94761274   1.00000000
  0.59435044   0.80626723   1.00000000
  0.64312639   0.87371300   1.00000000
  0.63163379   0.97187421   1.00000000
  0.52397325   1.00718553   1.00000000
  0.58243043   0.95609350   1.00000000
  0.65765378   0.75165161   1.00000000
  0.59397915   0.89328156   1.00000000
  0.63912989   1.08572736   1.00000000
  0.57190930   1.03399864   1.00000000
  0.59149755   0.88306424   1.00000000
  0.63013413   0.84299191   1.00000000
  0.56562764   0.90302115   1.00000000
  0.65168016   0.97215442   1.00000000
  0.55805267   0.81340307   1.00000000
  0.60459723   0.82701954   1.00000000
  0.56906728   0.92013974   1.00000000
  0.61900896   0.88692233   1.00000000
  0.62384484   1.04499867   1.00000000
  0.53365127   1.04980384   1.00000000
  0.69237852   0.82956988   1.00000000
  0.49104200   1.01574851   1.00000000
  0.60285310   0.99407485   1.00000000
  0.52493794   0.94513352   1.00000000
  0.62296057   1.02206117   1.00000000
  0.62238437   1.04275382   1.00000000
  0.55916133   0.95294883   1.00000000
  0.64134606   1.11927390   1.00000000
  0.59444074   0.92606804   1.00000000
  0.52966363   0.83136330   1.00000000
  0.64353621   0.91449774   1.00000000
  0.59167793   1.21754343   1.00000000
  0.60438337   1.06163410   1.00000000
  0.65314458   0.91778940   1.00000000
  0.55202705   1.14229528   1.00000000
  0.54235459   1.18527276   1.00000000
  0.67352772   1.03930286   1.00000000
  0.64719544   1.07316909   1.00000000
  0.73381107   0.93698610   1.00000000
  0.67880714   1.25327186   1.00000000
  0.66711757   1.04823212   1.00000000
  0.54987857   0.85953072   1.00000000
  0.72668805   1.11221107   1.00000000
  0.61673028   1.24606794   1.00000000
  0.50808926   0.95557003   1.00000000
  0.54076734   0.84516201   1.00000000
  0.68838176   1.02623514   1.00000000
  0.67525066   1.04199979   1.00000000
  0.67247137   1.02954244   1.00000000
  0.57555991   1.14512811   1.00000000
  0.51568060   0.91365459   1.00000000
  0.56787844   1.02457294   1.00000000
  0.60927710   0.85589401   1.00000000
  0.50937041   1.03674584   1.00000000
  0.56647201   0.88592365   1.00000000
  0.58590702   0.82329206   1.00000000
  0.48483214   0.91651345   1.00000000
  0.54447931   1.12222440   1.00000000
  0.53110080   1.00338885   1.00000000
  0.61105686   0.95758666   1.00000000
  0.55744840   0.84235938   1.00000000
  0.62557383   0.89811456   1.00000000
  0.63734082   1.11552558   1.00000000
  0.52623952   0.90546844   1.00000000
  0.60246327   1.14062622   1.00000000
  0.51863645   0.98342026   1.00000000
  0.54584837   0.87461903   1.00000000
  0.71883165   1.13260803   1.00000000
  0.67169280   0.87704262   1.00000000
  0.65884771   1.19316680   1.00000000
  0.71010415   0.80030179   1.00000000
  0.54377972   1.08299077   1.00000000
  0.68028712   0.80644945   1.00000000
  0.62249590   0.91217886   1.00000000
  0.63951997   1.03058058   1.00000000
  0.57423600   1.12247614   1.00000000
  0.59171852   1.02034149   1.00000000
  0.61495621   0.95402382   1.00000000
  0.57076538   0.96302229   1.00000000
  0.62028148   1.01395580   1.00000000
  0.57952607   1.07778132   1.00000000
  0.56261729   0.92597199   1.00000000
  0.60173680   1.09325660   1.00000000
  0.61880046   0.90651430   1.00000000
  0.64541582   0.96650289   1.00000000
  0.61826868   1.04426454   1.00000000
  0.54854682   0.81414343   1.00000000
  0.68632026   1.04316803   1.00000000
  0.52950360   0.87498830   1.00000000
  0.61510748   0.98383143   1.00000000
  0.55346625   0.93792303   1.00000000
  0.58295802   0.78957719   1.00000000
  0.55846608   0.73640407   1.00000000
  0.56244742   1.09147109   1.00000000
  0.65385847   1.12519169   1.00000000
  0.68731545   1.11490858   1.00000000
  0.67464034   1.08353864   1.00000000
  0.59076840   1.14980937   1.00000000
  0.62317309   1.05779233   1.00000000
  0.47596929   0.97320251   1.00000000
  0.58500101   1.00678685   1.00000000
  0.59188894   1.12058729   1.00000000
  0.66580820   1.08638129   1.00000000
  0.57769608   1.11483299   1.00000000
  0.57748584   1.02653284   1.00000000
  0.67331245   0.80076404   1.00000000
  0.60184289   0.97450107   1.00000000
  0.51085663   1.14268603   1.00000000
  0.57860788   1.05902036   1.00000000
  0.57873826   0.94945569   1.00000000
  0.64407256   1.02247330   1.00000000
  0.58520941   0.81893316   1.00000000
  0.47807077   1.04419755   1.00000000
  0.63661125   1.01184275   1.00000000
  0.63817145   1.10771893   1.00000000
  0.64370892   0.79128126   1.00000000
  0.67540974   0.93975316   1.00000000
  0.67084179   0.98695239   1.00000000
  0.55643155   1.14693769   1.00000000
  0.59912359   0.99817704   1.00000000
  0.52540514   0.89649278   1.00000000
  0.63964279   0.88501224   1.00000000
  0.60155822   0.97763783   1.00000000
  0.65511526   0.93387529   1.00000000
  0.73825403   1.04837318   1.00000000
  0.52878939   0.97508535   1.00000000
  0.58373509   1.03136884   1.00000000
  0.68721089   1.12228871   1.00000000
  0.62457528   0.95197962   1.00000000
  0.63112607   0.85676650   1.00000000
  0.58689227   0.92174901   1.00000000
  0.69663114   1.02159778   1.00000000
  0.52639388   0.86508286   1.00000000
  0.66260572   0.90147883   1.00000000
  0.72797823   0.92639442   1.00000000
  0.59284026   0.85146727   1.00000000
  0.64653927   1.15856330   1.00000000
  0.57785304   1.10512780   1.00000000
  0.51161657   0.93207366   1.00000000
  0.54886822   0.99885695   1.00000000
  0.63490276   0.98383889   1.00000000
  0.59555680   0.89885145   1.00000000
  0.65124226   1.04639782   1.00000000
  0.59842506   0.91249950   1.00000000
  0.65881244   0.98235427   1.00000000
  0.66594219   1.18694288   1.00000000
  0.63622226   1.03398994   1.00000000
  0.64947246   0.92141187   1.00000000
  0.64178698   1.03809826   1.00000000
  0.55015822   0.90491066   1.00000000
  0.64375254   1.17023100   1.00000000
  0.52809038   0.90156717   1.00000000
  0.52532858   1.04650512   1.00000000
  0.56132153   0.87620054   1.00000000
  0.64141090   0.90377405   1.00000000
  0.64252098   1.02523577   1.00000000
  0.63046871   0.89830075   1.00000000
  0.58813183   0.98797656   1.00000000
  0.75153870   1.03502660   1.00000000
  0.59292735   0.94851846   1.00000000
  0.64896712   0.97745693   1.00000000
  0.51880071   1.11513012   1.00000000
  0.53581087   0.90177974   1.00000000
  0.56114590   1.01625975   1.00000000
  0.60109901   0.87760056   1.00000000
  0.65118768   1.13518028   1.00000000
  0.64356036   0.91922810   1.00000000
  0.58871586   0.99039121   1.00000000
  0.69387086   1.16348661   1.00000000
  0.64718605   1.02532183   1.00000000
  0.53944203   0.90519813   1.00000000
  0.61226090   0.94625591   1.00000000
  0.64369066   0.93373204   1.00000000
  0.60893481   1.10115143   1.00000000
  0.66908269   1.16086845   1.00000000
  0.52957907   0.97765103   1.00000000
  0.73628736   1.02325735   1.00000000
  0.59642095   0.99521284   1.00000000
  0.52487684   0.81541317   1.00000000
  0.65268259   1.00024875   1.00000000
  0.64564737   1.05525081   1.00000000
  0.54489961   1.04109285   1.00000000
  0.58156394   1.13011207   1.00000000
  0.46314490   1.04571479   1.00000000
  0.51135227   0.98032975   1.00000000
  0.60629605   1.05592429   1.00000000
  0.61694106   1.00101384   1.00000000
  0.61044912   0.89155693   1.00000000
  0.65322563   1.05224646   1.00000000
  0.68113816   1.16413735   1.00000000
  0.64326855   0.98153842   1.00000000
  0.67644172   1.20549554   1.00000000
  0.55330204   0.88932860   1.00000000
  0.51313963   1.15676815   1.00000000
  0.61675440   0.91813439   1.00000000
  0.65563619   0.98806155   1.00000000
  0.54774969   0.94344221   1.00000000
  0.56626700   1.11816722   1.00000000
  0.54830348   0.77977619   1.00000000
  0.55718805   1.15688529   1.00000000
  0.65874815   1.10677006   1.00000000
  0.60679700   0.93022966   1.00000000
  0.56181606   0.98050148   1.00000000
  0.54424692   1.03082834   1.00000000
  0.57771198   1.00164232   1.00000000
  0.72271931   1.10279686   1.00000000
  0.52252591   0.87972321   1.00000000
  0.53058661   1.10631316   1.00000000
  0.60349982   1.04539152   1.00000000
  0.60788763   0.98397864   1.00000000
  0.58626964   1.03549640   1.00000000
  0.68692828   1.13126418   1.00000000
  0.47590552   1.01388414   1.00000000
  0.56071620   1.07241888   1.00000000
  0.63731141   1.05094711   1.00000000
  0.71725719   1.05504977   1.00000000
  0.55088888   1.09398434   1.00000000
  0.60962077   1.01060655   1.00000000
  0.56977737   1.09476909   1.00000000
  0.71335742   1.15585479   1.00000000
  0.57762615   1.03582562   1.00000000
  0.58911581   0.91202277   1.00000000
  0.68547450   1.18092104   1.00000000
  0.62931572   0.98315215   1.00000000
  0.54257998   0.93024174   1.00000000
  0.65713859   0.94208228   1.00000000
  0.60212295   1.09970490   1.00000000
  0.64146641   1.16065425   1.00000000
  0.62672566   0.98966536   1.00000000
  0.64155429   1.09694933   1.00000000
  0.58006103   1.11302710   1.00000000
  0.64044436   1.00096732   1.00000000
  0.64524715   0.97203538   1.00000000
  0.58449304   0.86942877   1.00000000
  0.58205859   1.19459868   1.00000000
  0.63895357   1.12847309   1.00000000
  0.63554504   1.01971087   1.00000000
  0.62395760   0.89992927   1.00000000
  0.64719491   0.91042297   1.00000000
  0.67862637   0.96874246   1.00000000
  0.61359181   0.94450236   1.00000000
  0.57427903   1.25346129   1.00000000
  0.65522192   0.87969980   1.00000000
  0.66958765   0.97975060   1.00000000
  0.65853677   1.13888175   1.00000000
  0.67765522   0.92848621   1.00000000
  0.61282988   0.89954658   1.00000000
  0.54009569   1.07049815   1.00000000
  0.52362973   0.89684026   1.00000000
  0.58749442   0.80854276   1.00000000
  0.62083323   0.81273825   1.00000000
  0.55936572   0.75354592   1.00000000
  0.76347661   0.98147102   1.00000000
  0.53844525   1.03500338   1.00000000
  0.51020088   0.91460287   1.00000000
  0.52941134   0.98235767   1.00000000
  0.65923206   1.01104123   1.00000000
  0.56909259   1.23966704   1.00000000
  0.57670628   1.09805976   1.00000000
  0.65905119   0.88629297   1.00000000
  0.51781059   0.95255994   1.00000000
  0.56260294   0.97065851   1.00000000
  0.65354071   1.24072966   1.00000000
  0.59317538   0.94813691   1.00000000
  0.62079925   1.05485302   1.00000000
  0.62274392   0.89873499   1.00000000
  0.67297087   0.97209243   1.00000000
  0.59497528   0.86993815   1.00000000
  0.64154864   0.96276492   1.00000000
  0.65188215   0.93601918   1.00000000
  0.54030608   0.80890769   1.00000000
  0.54795722   1.10657371   1.00000000
  0.62400234   1.09634477   1.00000000
